Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Τηλέφωνο 2,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΣΠΑΣΤΗΡΑΣ,"


0.3 Χλμ
",2,www.hotelspastiras.gr,louloudia89@hotmail.com,2297091218,,,Μεγαλοχώρι-Αγκίστρι,ΣΚΑΛΑ ΑΓΚΙΣΤΡΙΟΥ ΑΙΓΙΝΑΣ,180 10,2297-091218,
ΣΠΕΤΣΑΙ,"


2 Χλμ
",4,www.spetseshotel.gr,info@spetseshotel.gr,22980-72602/4,210-8213126,22980-72494,Σπέτσες,ΣΠΕΤΣΕΣ,180 50,,21-08210602
ΣΤΑΛΙΣ,"


1 Χλμ
",2,www.stalishotel.com,reservationstalis@yahoo.com,210-5241411,210-5241412,211-8004333,Αθήνα,ΑΚΟΜΙΝΑΤΟΥ 10,104 37,,
ΣΤΑΝΛΕΥ,"


0.15 Χλμ
",4,www.hotelstanley.gr,administartion@hotelstanley.gr,2119900900,2119900918,2105238450,Αθήνα,ΟΔΥΣΣΕΩΣ 1,104 37,,
ΣΤΕΛΙΟΣ,"


0.3 Χλμ
",1,,,22980-73280,22980-72971,,Σπέτσες,ΣΠΕΤΣΕΣ,180 50,,
ΣΤΕΦΑΝΑΚΗΣ,"


0.01 Χλμ
",3,www.stefanakishotel.gr,info@stefanakishotel.gr,210-8970528,210-05244345,210-8970249,Βάρη,ΑΦΡΟΔΙΤΗΣ 17,166 72,21-09425139,21-08974426
ΣΤΟ ΡΟΛΟΙ,"


0.2 Χλμ
",4,www.storoloi-poros.gr,info@storoloi-poros.com,22980-25808,,,Πόρος,ΚΩΣΤΕΛΕΝΟΥ 34-36,180 20,,
ΣΤΡΑΤΟΣ ΒΑΣΙΛΙΚΟΣ,"


0.5 Χλμ
",4,www.airotel.gr,svreception@airotel.gr,210-7706611,,210-7708137,Αθήνα,ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ 114 ΚΑΙ ΠΟΝΤ,115 27,2106449384,21-06400750
ΣΥΝΑΝΤΗΣΗ -ΑΘΕΝΣ ΚΟΝΕΞΙΟΝ,,1,,,210-8828333,210-8828335,,Αθήνα,ΙΟΥΛΙΑΝΟΥ 20,106 82,,
ΣΩΚΡΑΤΗΣ,"


0.5 Χλμ
",3,www.hotelsocrates.gr,info@hotelsocrates.gr,210-8842211,,210-8823220,Αθήνα,ΝΕΟΦΥΤΟΥ ΜΕΤΑΞΑ 29,104 39,,
ΤΑ ΦΡΑΤΣΙΑ,,2,,,27360-31704,,,Φράτσια,,801 00,,
ΤΕΜΠΗ,"


0.3 Χλμ
",1,www.tempihotel.gr,info@tempihotel.gr,210-3213175,,210-3254179,Αθήνα,ΑΙΟΛΟΥ 29,105 51,,
ΤΕΣΣΕΡΕΣ ΕΠΟΧΕΣ,"


1 Χλμ
",3,www.fourseasonshotel.gr,4shotel@otenet.gr,210-8942211/3,,210-8944266,Γλυφάδα,ΛΕΩΦΟΡΟΣ ΠΟΣΕΙΔΩΝΟΣ 79,166 74,,
ΤΕΣΣΕΡΙΣ ΕΠΟΧΕΣ,"


2 Χλμ
",4,www.fourseasonshydra.gr,info@fourseasonshydra.gr,22980-53698,,22980-53646,Βλυχός,ΒΛΥΧΟΣ ΥΔΡΑΣ,180 40,2298-053659,2298-053881
ΤΖΕΙΣΟΝ ΙΝΝ,"


1 Χλμ
",3,https://hoteljasoninn.com,douros@otenet.gr,210-3251106,210-3251108,210-3243132,Αθήνα,ΑΣΩΜΑΤΩΝ 12-14,105 53,,
ΤΙΒΟΛΙ,"


1 Χλμ
",1,,info@hoteltivoli.gr,2105816885,2105816884,2105816885,Χαϊδάρι,ΙΕΡΑ ΟΔΟΣ 334,124 61,,
ΤΙΕΡ ΚΟΛΕΞΙΟΝ,,1,,is.feroulis@gmail.com,210-5223079,,,Αθήνα,ΒΙΚΤΩΡΟΣ ΟΥΓΚΩ 31,104 37,,
ΤΙΤΑΝΙΑ,"


0.5 Χλμ
",4,www.titania.gr,titania@titania.gr,210-3326000,210-3326200,210-3300700,Αθήνα,ΠΑΝΕΠΙΣΤΗΜΙΟΥ 52-54,106 78,,
ΤΟ ΑΚΡΟΓΙΑΛΙ,"


11 Χλμ
",3,,,22980-73695,,,Σπέτσες,ΑΓ.ΑΝΑΡΓΥΡΟΙ,180 50,2298-072510,
ΤΟ ΜΑΡΤΖΙ,"


3 Χλμ
",5,www.themargi.gr,agiostratitis@themargi.gr,210-8929000,,210-8929143,Βουλιαγμένη,ΛΗΤΟΥΣ 11,166 71,,
ΤΟ ΣΠΙΤΙ,"


1.5 Χλμ
",2,,,210-9812862,,,Καλαμάκι,ΠΑΥΛΟΥ ΜΕΛΑ 14,174 55,,
ΤΟ Υ ΞΕΝΟΔΟΧΕΙΟ,"


1 Χλμ
",4,www.theYhotel.gr,administration@theYhotel.gr,210-8018495,,210-8015218,Κηφισιά,ΜΥΚΟΝΟΥ 3 (ΚΕΦΑΛΑΡΙ),145 62,,
ΤΟ ΦΡΕΣΚΟ,"


0.3 Χλμ
",4,www.freshhotel.gr,info@freshhotel.gr,6944694888,,210-5248517,Αθήνα,ΣΟΦΟΚΛΕΟΥΣ 26-ΚΛΕΙΣΘΕΝΟΥΣ,105 52,,
ΤΟΓΙΑΣ,"


0.2 Χλμ
",1,,ad.economics@gmail.com,22970-24242,,22970-22472,Αίγινα,ΠΛ.ΕΘΝΕΓΕΡΣΙΑΣ,180 10,,
ΤΟΝΥΣ,,1,www.hoteltony.gr,tony@hoteltony.gr,210-9235761,210-9230561,210-9236370,Αθήνα,ΖΑΧΑΡΙΤΣΑ 26,117 41,,
ΤΟΥΕΝΤΙ ΟΥΑΝ,"


1 Χλμ
",4,www.twentyone.gr,sflenga@yeshotels.gr,210-6233521,,210-6233821,Κηφισιά,ΚΟΛΟΚΟΤΡΩΝΗ 21,145 62,,
ΤΡΙΑ ΑΔΕΛΦΙΑ,"


0.5 Χλμ
",2,www.triaadelfia.gr,3adelfia.aegina@gmail.com,2297032229,,2297032077,Αγία Μαρίνα,,180 10,2297071520,
ΤΡΙΑΚΟΣΙΑ ΕΞΗΝΤΑ (360) ΧΟΤΕΛ,,3,,accounting@three-sixty.gr,6936903685,,,Αθήνα,Μιαούλη 5,10555,,
ΤΡΙΤΩΝ,"


1 Χλμ
",3,www.htriton.gr,htriton@otenet.gr,210-4173457/8,,210-4177888,Πειραιάς,ΤΣΑΜΑΔΟΥ 8  &  ΙΠΠΟΚΡΑΤΟΥΣ,185 31,,
ΤΡΟΠΙΚΑΛ,"


1 Χλμ
",4,www.tropicalhotel.gr,info@tropicalhotel.gr,210-9813993/4,9882000,210-9846621,Καλαμάκι,ΛΕΩΦ.ΠΟΣΕΙΔΩΝΟΣ 74,174 55,,
ΤΩΝ ΡΟΔΩΝ,"


1 Χλμ
",2,www.desroses.gr,info@desroses.gr,210-8019952,210-8018025,210-8018074,Κηφισιά,ΜΙΛΤΙΑΔΟΥ 4,145 62,,
ΥΔΡΑ,"


0.1 Χλμ
",4,www.hydra-hotel.gr,info@hydra-hotel.gr,22980-53420,210-9494134,22980-29798,Ύδρα,ΒΟΥΛΓΑΡΗ 8,180 40,6972-071836,21-04580411
ΥΔΡΑΙΑ,,5,www.hydrea.gr,info@hydrea.gr,2298052920,6980596504,2298052620,Ύδρα,ΥΔΡΑ,180 40,,
ΥΔΡΟΥΣΑ,"


0.02 Χλμ
",3,www.hydroussahotel.gr,info@hydroussahotel.gr,22980-52400,,22980-52161,Ύδρα,,180 40,21-07210241,21-07215198
ΦΑΙΔΡΑ,"


1 Χλμ
",1,www.hotelphaedra.com,info@hotelphaedra.com,210-3238461,210-3223321,210-3227795,Αθήνα,ΧΑΙΡΕΦΩΝΤΟΣ 16,105 58,,
ΦΑΙΔΡΑ,"


0.15 Χλμ
",4,www.phaedrahotel.com,info@phaedrahotel.com,22980-53330,,22980-53342,Ύδρα,ΥΔΡΑ,180 40,,
ΦΑΡΟΣ,"


3 Χλμ
",2,,,22970-24294,22970-22218,,Αίγινα,ΠΑΛΗΟΠΥΡΓΟ,180 10,,
ΦΑΡΟΣ,"


0.1 Χλμ
",2,www.faroshotel.gr,faroshot@gmail.com,22980-72613,22980-72614,22980-72614,Σπέτσες,ΣΠΕΤΣΕΣ,180 50,2298-074042,
ΦΑΡΟΣ 1,"


0.25 Χλμ
",3,,christospamporisfaroshotel@gmail.com,210-4295171,,210-4295034,Πειραιάς,ΝΟΤΑΡΑ 140,185 36,,
ΦΑΡΟΣ ΙΙ,,2,,christospamporisfaroshotel@gmail.com,210-4282800,,210-4599787,Πειραιάς,ΚΟΛΟΚΟΤΡΩΝΗ 117,185 36,,
ΦΕΙΔΙΑΣ,"


0.1 Χλμ
",2,www.hotelphidias.gr,phidias@otenet.gr,210-4296160,210-4296480,210-4296251,Πειραιάς,ΚΟΥΝΤΟΥΡΙΩΤΟΥ 189,185 35,,
ΦΕΙΔΙΑΣ,"


2 Χλμ
",3,www.phidias.gr,phidias@kollfam.gr,210-3459511,210-3459512,210-3459082,Αθήνα,ΑΠΟΣΤ.ΠΑΥΛΟΥ 39-ΘΗΣΕΙΟ,118 51,,
ΦΕΝΙΞ ΓΚΟΛΦ,"


3.5 Χλμ
",4,www.fenix.gr,manager@fenix.gr,210-8914000,210-8914012,210-8914099,Γλυφάδα,ΑΡΤΕΜΙΣΙΟΥ 1-3,166 75,,
ΦΕΡΡΩΝ,"


1 Χλμ
",1,,largatzifotini@hotmail.com,210-8232083,210-8823207,,Αθήνα,ΦΕΡΡΩΝ 43,104 40,6993667751,
ΦΙΛΕΝΙΑ,"


0.1 Χλμ
",2,www.hydra.gr,filenia1@otenet.gr,22980-52537,6972-791983,,Ύδρα,,180 40,,
ΦΙΛΙΠΠΟΣ,"


3 Χλμ
",3,www.philipposhotel.gr,philippos@herodion.gr,210-9223611,210-9223614,210-9223615,Αθήνα,ΜΗΤΣΑΙΩΝ 3,117 42,,
ΦΙΛΙΠΠΟΣ,,2,,,22970-32238,,,Αγία Μαρίνα,ΑΓ.ΜΗΝΑ 185,180 10,21-05610179,
ΦΙΛΟΞΕΝΕΙΑ,"


0.7 Χλμ
",2,,,210-8828611,,,Αθήνα,ΑΧΑΡΝΩΝ 50,104 33,,
ΦΙΛΟΞΕΝΙΑ,"


7 Χλμ
",3,www.filoxenia-apartments.gr,info@filoxenia-apartments.gr,27360-33100,27360-33800,27360-33610,Αγία Πελαγία,ΑΓ.ΠΕΛΑΓΙΑ ΚΥΘΗΡΩΝ,802 00,2108986033,
ΦΙΛΥΡΑ ΔΙΑΚΟΠΕΣ,,2,,georgaeleni@yahoo.gr,27360-39017,,,Κύθηρα,ΑΓΙΑ ΠΕΛΑΓΙΑ ΚΥΘΗΡΩΝ,802 00,,
ΦΙΛΩΝ,"


0.3 Χλμ
",2,www.filonhotel.gr,info@filonhotel.gr,210-4293090,,,Πειραιάς,ΦΙΛΕΛΛΗΝΩΝ 11,185 36,,
ΦΛΟΙΣΒΟΣ,,2,,,22950-32480,22950-32483,,Μαρκόπουλο,Π.ΜΑΡΚΟΠΟΥΛΟΥ ΩΡΩΠΟΥ,190 15,,
ΦΛΟΙΣΒΟΣ,"


0.2 Χλμ
",1,,flisvoshotel@hotmail.com,22970-91264,22970-91010,,Μεγαλοχώρι-Αγκίστρι,ΜΕΓΑΛΟΧΩΡΙ,180 10,2297-091264,2297-091010
ΦΟΙΒΟΣ,"


1 Χλμ
",1,,hostelfivos@gmail.com,210-3226657,,210-3232812,Αθήνα,ΑΘΗΝΑΣ 23,105 54,,
ΦΟΙΒΟΣ,"


0.3 Χλμ
",2,www.feevoshotel.gr,info@hotel-delfini.com,210-4831272,210-4831273,,Μοσχάτο,ΚΑΝΑΡΗ 20,183 44,,
ΦΟΙΤΗΤΙΚΟ ΣΤΕΚΙ,"


1.5 Χλμ
",1,www.studenttravellersinn.com,info@studenttravellersinn.com,210-3244808,210-3248802,210-3210065,Αθήνα,ΚΥΔΑΘΗΝΑΙΩΝ 16,105 58,,
ΦΡΙΝΤΑ,"


2 Χλμ
",2,,rabadimi@gmail.com,210-6443324,210-6443297,210-6423568,Αθήνα,ΖΩΣΙΜΟΥ 2 & ΒΑΤΑΤΖΗ,114 72,,
ΧΑΠΙΜΑΓΚ ΑΘΗΝΑ,"


2 Χλμ
",2,www.hapimag.com,kosta.mountakis@hapimag.com,210-3259950,,210-3259951,Αθήνα,ΚΩΝΣΤΑΝΤΙΝΟΥ ΤΣΑΤΣΟΥ 12,105 58,6938219455,
ΧΕΡΙΤΕΪΤΖ ΧΙΛΛ,,4,,elias.grekis@hhhotel.gr,6973357880,,,Αθήνα,ΛΕΩΦ. ΣΥΓΓΡΟΥ 61,11745,,
ΧΙΛΙΑ ΟΚΤΑΚΟΣΙΑ ΟΓΔΟΝΤΑ (1880),,4,,evitakeh@gmail.com,6932-322255,,,Ύδρα,Δ.ΡΑΦΑΛΙΑ,180 40,,
ΧΙΛΤΟΝ ΑΘΗΝΩΝ,"


0.2 Χλμ
",5,www.athens.hilton.com,myrto.anagnostopoulou@ionianhe.gr,210-7281000,,210-7281111,Αθήνα,ΒΑΣ.ΣΟΦΙΑΣ 46,106 76,,
ΧΟΛΙΝΤΕΗ ΙΝΝ ΑΘΕΝΣ ΑΙΡΠΟΡΤ,"


4 Χλμ
",4,www.hiathens.com,info@hiathens.com,210-6689000,,210-6689500,Παιανία,40ΧΛΜ ΑΤΤΙΚΗΣ ΟΔΟΥ ΠΑΙΑΝΙ,190 02,,
ΧΟΛΙΝΤΕΗ ΣΟΥΙΤΕΣ,"


0.5 Χλμ
",4,www.holiday-suites.com,info@holiday-suites.com,210-7278500,,210-7278696,Αθήνα,ΑΡΝΗΣ 4 -ΙΛΙΣΙΑ,115 28,,
ΧΟΜΤΕΛ ΑΚΡΟΠΟΛΙΣ ΜΟΥΣΕΙΟ ΧΟΤΕΛ,"


2 Χλμ
",3,www.acropolismuseumhotel.com,info@acropolismuseumhotel.com,210-9249050,,210-9249052,Αθήνα,ΛΕΩΦ.ΣΥΓΓΡΟΥ 48,117 42,,
ΧΡΗΣΤΟΣ,"


3 Χλμ
",2,www.hotel-chris.gr,info@hotel-chris.gr,210-6204463,210-6204467,210-6254728,Κηφισιά,ΠΟΤΑΜΟΥ 6,145 64,,
ΧΡΙΣΤΙΑΝΑ,"


0.1 Χλμ
",2,,iliasfan@hotmail.com,210-5202176,,210-5202177,Αθήνα,ΣΩΚΡΑΤΟΥΣ 58,104 32,,
ΧΡΥΣΗ ΑΚΤΗ,"


2 Χλμ
",4,www.goldencoast.gr,info@goldencoast.gr,2294113062,2294113008,22941-13001,Μαραθώνας,ΠΑΡΑΛΙΑ ΜΑΡΑΘΩΝΑ,190 07,,
ΧΡΥΣΗ ΑΚΤΗ,"


8 Χλμ
",2,www.goldenbeachaegina.gr,goldxrisa@gmail.com,22970-52786,,22970-52786,Βαθύ,ΜΠΗΤΡΟΥ 61,180 10,,
ΧΡΥΣΗ ΘΕΑ,"


1.5 Χλμ
",2,www.goldenview.gr,info@goldenview.gr,22980-22277,,22980-22983,Πόρος,ΑΣΚΕΛΙ,180 20,2298-022277,
ΧΡΥΣΟ ΑΚΡΩΤΗΡΙΟΝ,"


1.5 Χλμ
",3,www.hotelcavodoro.gr,hotelcavodoro@yahoo.com,210-4113744,210-4122223,210-4122210,Πειραιάς,ΒΑΣ.ΠΑΥΛΟΥ 19,185 33,,
ΧΡΥΣΟΣ ΗΛΙΟΣ,"


0.5 Χλμ
",4,www.goldensun.gr,info@goldensun.gr,210-8981353,210-8981356,210-8981090,Γλυφάδα,ΛΕΩΦ.ΙΩΑΝΝΟΥ ΜΕΤΑΞΑ 72,166 74,,
ΧΡΥΣΟΥΣ ΑΙΩΝ,"


0.02 Χλμ
",4,www.hotelgoldenage.com,goldenage@hotelgoldenage.com,210-7240860,210-7240861,210-7213965,Αθήνα,ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ 57,115 28,,
ΧΩΡΙΟ ΤΟΥ ΛΕΟΝΑΝΤΙ,"


10 Χλμ
",3,www.hotelleonanti.gr,info@hotelleonanti.gr,22940-56910,22940-55908,22940-55857,Σχινιάς,ΠΟΣΕΙΔΩΝΟΣ 200,190 07,21-08238640,21-08238409
ΩΡΑΙΑ ΘΕΑ,"


6 Χλμ
",2,,,210-2465027,210-2463713,,Αχαρνές,19 ΛΕΩΦΟΡΟΣ ΠΑΡΝΗΘΟΣ,136 71,,
ΩΡΙΩΝ,"


2 Χλμ
",2,www.orion-dryades.com,reservations@orion-dryades.com,210-3302388,2103302387,2103828575,Αθήνα,ΕΜΜ.ΜΠΕΝΑΚΗ 105,114 73,,
ΩΡΙΩΝ,"


0.5 Χλμ
",2,www.villaorionhotel.gr,ncs58ncs@gmail.com,+302108958000,,210-8958277,Βούλα,ΙΩΑΝ.ΜΕΤΑΞΑ 4,166 73,+302108958000,2108958277
ΩΧΡΑ & ΚΑΦΕ,"


1 Χλμ
",4,www.oandbhotel.com,info@oandbhotel.com,210-3312950,,210-3312942,Αθήνα,ΛΕΩΚΟΡΙΟΥ 7 ΘΗΣΕΙΟ,105 54,,
