Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Τηλέφωνο 2,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΔΡΥΑΔΕΣ,"


45 Χλμ
",3,www.xenonasdryades.gr,dryadesporoi@gmail.com,23520-42343,23520-42343,Πόροι,ΠΑΛΑΙΟΙ ΠΟΡΟΙ ΠΙΕΡΙΑΣ,600 63,,,
ΔΩΔΕΚΑ ΘΕΟΙ ΤΟΥ ΟΛΥΜΠΟΥ,"


1 Χλμ
",3,www.12olympiangods.gr,info@12olympiangods.gr,23520-41406,23520-41406,Πλαταμώνας,52 ΧΛΜ.Ε.Ο.ΛΑΡΙΣΑΣ-ΚΑΤΕΡΙΝΗΣ,600 65,,,
ΔΩΔΕΚΑ-12,"


0.5 Χλμ
",1,,,23520-31228,,Λεπτοκαρυά,ΕΜΜ.ΑΝΤΩΝΙΑΔΗ 24,600 63,,,
ΕΓΝΑΤΙΑ,"


1 Χλμ
",3,www.egnatiapalace.gr,reservation@egnatiapalace.gr,2310-530675,2310-531761,Θεσσαλονίκη,ΑΝΤΙΓΟΝΙΔΩΝ 16,546 30,,,
ΕΓΝΑΤΙΑ ΠΑΛΛΑΣ,"


1 Χλμ
",4,www.egnatiapalace.gr,reservation@egnatiapalace.gr,2310-222900,2310-233099,Θεσσαλονίκη,ΕΓΝΑΤΙΑ 61,546 30,,,
ΕΔΕΜ,"


0.1 Χλμ
",3,www.hoteleden.gr,hoteleden@hoteleden.gr,23520-41498,23520-41410,Νέοι Πόροι,ΖΟΡΜΠΑ 23,600 65,6977-427070,,
ΕΔΕΜ,"


6 Χλμ
",2,,evi123456@gmail.com,23740-91194,,Άφυτος,,630 77,,2374-091131,
ΕΔΕΜ,,3,www.hotel-edem.gr,info@hotel-edem.gr,23840-91606,23840-91607,Λουτράκι,,584 00,23840-91607,,
ΕΙΡΗΝΗ,"


18 Χλμ
",2,www.hotel-irini.com,info@hotel-irini.com,2371054244,23710-54244,Ψακούδια,ΨΑΚΟΥΔΙΑ ΟΡΜΥΛΙΑΣ ΧΑΛΚΙΔΙΚΗΣ,63071,,,
ΕΙΡΗΝΗ,,4,www.irenesresort.gr,info@irenesresort.gr,2384091505,,Λουτρά Λουτρακίου-Λουτρά Αριδαίας,,58400,6944427114,,
ΕΚΑΛΗ,"


2 Χλμ
",2,,,23510-35121,,Περίσταση,,601 00,,6978-753487,
ΕΚΔΗΛΩΣΗ-ΓΚΑΛΛΑ,"


10 Χλμ
",1,,,2310-716300,2310-716076,Γέφυρα,24 ΧΛΜ ΕΘΝ.ΟΔΟΥ ΕΥΖΩΝΩΝ,570 11,,,
ΕΛ ΒΕΡΑΝΟ,,2,,mitrovic@otenet.gr,2351063892,,Παραλία,ΥΨΗΛΑΝΤΟΥ 10,601 00,2351063892,2351-021155,
ΕΛ ΓΚΡΕΚΟ,"


2 Χλμ
",3,www.hotelelgreco.gr,info@hotelelgreco.gr,2310-520620,2310-520612,Θεσσαλονίκη,ΕΓΝΑΤΙΑΣ 23,546 30,2310-520621,,
ΕΛ ΓΚΡΕΚΟ,"


30 Χλμ
",1,,hotelelgreco123@gmail.com,23520-91261,,Παραλία Σκοτίνης,,600 63,,2352-091185,2352-091261
ΕΛ ΓΚΡΕΚΟ,"


7 Χλμ
",2,,,23510-64017,23510-61834,Παραλία,ΠΑΥΛΟΥ ΜΕΛΑ 18,601 00,,,
ΕΛ ΓΚΡΕΚΟ,,2,,,23510-62601,,Ολυμπιακή Ακτή,ΑΦΡΟΔΙΤΗΣ 11,601 00,,,
ΕΛΑΙΑ ΒΙΛΛΑΤΖ,"


14 Χλμ
",4,www.acrotel.gr,accounts@acrotel.gr,23750-81441,23750-23001,Νικήτη,ΕΛΙΑ,630 88,2375081-443,2375-081410,2375-081418
ΕΛΒΙΡΑ ΙΝΝ,"


17 Χλμ
",1,,albrous@hotmail.com,23520-43238,23520-43238,Νέοι Πόροι,ΝΕΟΙ ΠΟΡΟΙ ΠΙΕΡΙΑΣ,600 65,,241-0287303,
ΕΛΕΝΑ,"


3 Χλμ
",1,,hotelelena51@gmail.com,2381023218,2381023218,Έδεσσα,Δ.ΡΙΖΟΥ 4,582 00,,,
ΕΛΕΝΑ,"


14 Χλμ
",1,www.pyrgadikia.gr/hotel_elena.php,Hotelelena@yahoo.com,6938407876,23750-93201,Πυργαδίκια,ΑΓ.ΔΗΜΗΤΡΙΟΣ,630 78,,,
ΕΛΕΝΑ,"


0.02 Χλμ
",3,http://hotelelenaserres.gr,info@hotelelenaserres.gr,23210-63103,23210-63103,Σέρρες,ΤΣΑΛΟΠΟΥΛΟΥ 7,621 00,23210-62184,,
ΕΛΕΝΑ,"


0.5 Χλμ
",1,,,23520-31160,,Λεπτοκαρυά,ΛΕΠΤΟΚΑΡΥΑ ΠΙΕΡΙΑΣ,600 63,23520-31614,2352-031614,
ΕΛΕΝΗ,"


3 Χλμ
",2,www.aktidionisiou.gr/hoteleleni/,hotelelenidionisiou@gmail.com,23730-23111,2373024305,Παραλία Διονυσίου,ΠΑΡΑΛΙΑ ΔΙΟΝΥΣΙΟΥ ΧΑΛΚ/ΚΗ,632 00,,2373-022448,2373-021359
ΕΛΕΝΗ,,2,,,23740-52230,,Πολύχρονο,ΠΟΛΥΧΡΟΝΟ ΧΑΛΚΙΔΙΚΗΣ,630 85,,,
ΕΛΕΝΗ,,1,,,23520-32308,,Λεπτοκαρυά,ΛΕΠΤΟΚΑΡΥΑ ΠΙΕΡΙΑΣ,600 63,,,
ΕΛΕΝΗ,"


8 Χλμ
",1,,vasvas7@yahoo.com,23740-51048,,Κρυοπηγή,,630 77,,,
ΕΛΕΝΗ,"


7 Χλμ
",1,www.hotelleni.com,info@hotelleni.com,23510-61477,23513-02049,Παραλία,ΑΘΗΝΑΣ 7,601 00,6988566787,23510-61477,23513-02049
ΕΛΙΝΟΤΕΛ ΑΠΟΛΑΜΑΡΕ,"


15 Χλμ
",5,www.elinotel.com,reservations@elinotel.com,23740-54100,23740-53555,Χανιώτης,ΧΑΝΙΩΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 85,2310-244977,231-0244977,231-0241987
ΕΛΙΝΟΤΕΛ ΠΟΛΙΣ,"


1 Χλμ
",3,,reservations@elinotel.com,23740-52380,23740-52368,Χανιώτης,ΧΑΝΙΩΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 85,,231-0463478,
ΕΛΙΣΣΑΒΕΤ,"


3 Χλμ
",2,,geros-1@hotmail.com,23740-22801,23740-24331,Καλλιθέα,ΦΙΛΙΠΠΟΥ 15,630 77,,2310928460,
ΕΛΙΤΟΝ,,3,http://elitonhotelspa.gr/,info@elitonhotelspa.gr,23840-91318,23840-91438,Λουτράκι,ΛΟΥΤΡΑΚΙ ΑΡΙΔΑΙΑΣ,584 00,,,
ΕΛΛΑΣ,"


7 Χλμ
",3,,kziskos@gmail.com,23510-61507,23510-61507,Παραλία,ΘΡΑΚΗΣ 1,601 00,,2351-073714,2351-061507
ΕΛΛΗ,"


7 Χλμ
",1,,hotelgirni@yahoo.com,23510-64361,23510-64361,Παραλία,ΟΛΥΜΠΟΥ 4,601 00,,6978553773,
ΕΛΛΗ,,2,,galaxyhotel@hotmail.com,5352031531,,Λεπτοκαρυά,ΚΑΝΑΡΗ 3,60063,,,
ΕΛΛΗΝΙΚΟ ΣΠΙΤΙ,"


0.5 Χλμ
",2,www.misselen.gr,info@misselen.gr,23750-71052,23750-72543,Νέος Μαρμαράς,ΝΕΟΣ ΜΑΡΜΑΡΑΣ ΧΑΛΚ/ΚΗΣ,630 81,,,
ΕΛΛΗΝΙΚΟΝ,"


0.1 Χλμ
",2,,,23770-71138,,Ουρανόπολη,ΟΥΡΑΝΟΥΠΟΛΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,23770-71043,,
ΕΛΠΙΔΑ,"


2 Χλμ
",3,www.elpida-hotel.gr,athina@elpidahotel.eu,23210-59311,23210-36301,Σέρρες,ΜΕΡΑΡΧΙΑΣ 66,621 25,,,
ΕΛΠΙΔΑ ΘΕΡΕΤΡΟΝ,"


6 Χλμ
",4,www.elpidahotel.eu,res@elpidahotel.eu,23210-20000,23210-62222,Σέρρες,ΤΕΡΜΑ ΕΞΟΧΩΝ Ν. ΣΕΡΡΩΝ,621 22,,,
ΕΛΣΑ,"


15 Χλμ
",1,www.hotelelsa.gr,if.elsa@gmail.com,23740-52004,23740-52004,Πολύχρονο,ΠΟΛΥΧΡΟΝΟ ΧΑΛΚΙΔΙΚΗΣ,630 85,6944-676345,6944676345,
ΕΜΠΟΡΙΚΟΝ,"


1 Χλμ
",2,www.hotelemporikon.gr,hotelemporikon@gmail.com,2310-516666,2310-537779,Θεσσαλονίκη,ΣΥΓΓΡΟΥ 14,546 30,2310-537778,,
ΕΝ ΕΑΡΙ,"


2 Χλμ
",2,www.eneari.gr,info@eneari.gr,23310-75789,23310-75788,Βέροια,Π.ΜΕΛΑ  & Μ.ΚΑΡΑΚΩΣΤΗ,591 00,23310-75788,,
ΕΝΑΣΤΡΟΝ,"


14 Χλμ
",3,www.enastronhotel.gr,enastron.hotel@yahoo.gr,23810-31931,23810-31940,Άγιος Αθανάσιος,,580 02,,2381-031175,2381031940
ΕΝΑΣΤΡΟΝ,,2,,,6944-861300,,Ολυμπιακή Ακτή,ΕΡΜΟΥ  &  ΟΥΡΑΝΙΑΣ ΓΩΝΙΑ,601 00,,,
ΕΝΑΣΤΡΩΝ,"


10 Χλμ
",3,www.web-greece.gr/hotels/enastron,,23840-91604,23840-91603,Λουτράκι,,584 00,,,
ΕΞΑΡΧΟΣ,"


7 Χλμ
",1,,villaexarhos@villaexarhos.gr,23510-62673,,Παραλία,Μ.ΑΛΕΞΑΝΔΡΟΥ 3,601 00,,,
ΕΞΟΧΗ,"


0.04 Χλμ
",1,,kg2310@gmail.com,2310358751,,Εξοχή,,570 10,,,
ΕΞΟΧΙΚΟ,,1,www.petrinoresort.gr,info@petrinoresort.gr,23810-31451,,Άγιος Αθανάσιος,ΠΑΛΙΟΣ ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ,580 02,,,
ΕΠΑΥΛΙΣ,"


3.5 Χλμ
",3,www.epavlishotel.gr,info@epavlishotel.gr,23270-28180,23270-28190,Κάτω Πορόια,,620 55,,,
ΕΠΑΥΛΙΣ ΕΛΕΥΘΕΡΙΑΔΗ,,1,www.hotel-epavlis.com,info@hotel-epavlis.com,23510-63707,23510-63702,Καλλιθέα,ΠΑΡΑΛΙΑ ΚΑΛΛΙΘΕΑΣ ΠΙΕΡΙΑΣ,601 00,,,
ΕΡΑΤΩ,"


7 Χλμ
",2,www.erato-holidays.gr,info@erato-holidays.gr,23510-62831,23510-62831,Παραλία,ΘΡΑΚΗΣ 2,601 00,,2351-046775,2351-063505
ΕΡΑΤΩ,"


0.4 Χλμ
",1,www.flydream.gr,flydream@otenet.gr,23510-62888,23510-62889,Ολυμπιακή Ακτή,ΔΗΜΗΤΡΑΣ 18,601 00,,,
ΕΡΑΤΩ,"


0.2 Χλμ
",1,,eleanarouk@gmail.com,23520-33370,,Λεπτοκαρυά,ΛΕΠΤΟΚΑΡΥΑ ΠΙΕΡΙΑΣ,600 63,6938205133,,
ΕΡΑΤΩ ΙΝΝ,,2,,info@erato-holidays.gr,23510-61342,,Παραλία,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ 18,601 00,,,
ΕΡΙΕΤΤΑ,,1,,zafeiroulazaf@gmail.com,23770-51119,,Αμμουλιανή,,630 75,,,
ΕΡΜΗΣ,"


0.05 Χλμ
",1,,takis48_gr@yahoo.gr,23520-41993,23520-41261,Πλαταμώνας,ΠΛΑΤΑΜΩΝΑΣ ΠΙΕΡΙΑΣ,600 65,23520-41261,,
ΕΡΜΗΣ,"


8 Χλμ
",1,hotelhermespieria.com,info@hotelhermespieria.com,23510-61188,23510-61188,Ολυμπιακή Ακτή,ΗΡΑΣ 32,601 00,,,
ΕΡΜΙΟΝΗ,"


7 Χλμ
",3,www.ermionihotel-kalamitsi.gr,hotel.ermioni@gmail.com,23750-41157,23750-41564,Καλαμίτσι,,630 72,,231-0651557,231-0651557
ΕΡΩΔΙΟΣ,"


8 Χλμ
",3,www.hotel-erodios.gr,hotel.erodios@gmail.com,23250-28070,23250-28098,Λιθότοπος,ΛΙΘΟΤΟΠΟΣ ΣΕΡΡΩΝ (ΗΡΑΚΛΕΙΑ),624 00,23250-28080,,
ΕΣΑΕΙ,"


8 Χλμ
",5,,,23770-31267,,Νέα Ρόδα,Ν.ΡΟΔΑ ΧΑΛΚΙΔΙΚΗΣ,630 75,23770-31177,,
ΕΣΠΕΡΙΑ,"


0.5 Χλμ
",2,www.hotelesperia.gr,info@hotelesperia.gr,2310-269321,2310-269457,Θεσσαλονίκη,ΟΛΥΜΠΟΥ 58,546 31,2310-269322,,
ΕΣΠΕΡΙΔΕΣ,"


2 Χλμ
",3,www.esperideshotel.gr,info@esperideshotel.gr,23320-20250,23320-22212,Νάουσα,2 ΧΙΛ.ΝΑΟΥΣΑΣ-ΣΙΔ.ΣΤΑΘΜΟΥ,592 00,,,
ΕΣΠΕΡΙΔΕΣ,"


0.7 Χλμ
",1,,hesperideshotel@gmail.com,23740-63070,23740-63078,Πευκοχώρι,ΠΕΥΚΟΧΩΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,,,
ΕΣΤΙΑ,,1,estiahotel.gr,begou23@yahoo.gr,23740-43385,,Φούρκα,,630 77,,,
ΕΣΤΙΑ,"


10 Χλμ
",1,,vasvas7@yahoo.com,23740-54075,,Κρυοπηγή,,630 77,,,
ΕΥ ΖΗΝ,"


0.5 Χλμ
",3,www.evzin.com,info@evzin-hotel.com,23840-91520,23840-91531,Λουτράκι,,584 00,,6974-659149,
ΕΥΑΓΓΕΛΙΑ,"


3 Χλμ
",2,,evageliahotel@gmail.com,23520-33077,23520-33077,Λεπτοκαρυά,,600 63,,2352-031690,
ΕΥΔΙΟΝ,"


25 Χλμ
",4,www.evdion.gr,info@evdion.gr,23520-21740,23520-21745,Νέοι Πόροι,ΧΡ.ΠΕΡΡΑΙΒΟΥ 300,600 65,23520-21750,2352-021750,2352-021745
ΕΥΔΟΚΙΑ,"


8 Χλμ
",2,,hotelevdokia@yahoo.gr,23510-64285,23510-64275,Ολυμπιακή Ακτή,ΑΡΕΩΣ 6,601 00,,231-0792229,231-0792229
ΕΥΗΛΙΟΝ,"


2 Χλμ
",4,www.evilion.gr,info@hotel-evilion.com,23520-21770,23520-21785,Νέοι Πόροι,,600 66,23520-21780,2352-021770,
ΕΥΞΕΙΝΟΣ,,1,,,23510-64428,,Ολυμπιακή Ακτή,ΟΥΡΑΝΙΑΣ  &  ΔΗΜΗΤΡΑΣ,601 00,,,
ΕΥΡΙΔΙΚΗ,"


0.5 Χλμ
",3,www.besthotel.gr,info@besthotel.gr,+30 23410-22512,+30 23410-23586,Κιλκίς,ΣΟΛΩΝΟΣ 15,611 00,+30 23410-22304,2341025679,
ΕΥΡΙΔΙΚΗ,"


0.5 Χλμ
",1,www.hotelevridiki.gr,valasis1@yahoo.gr,23740-42850,23740-45005,Φούρκα,ΦΟΥΡΚΑ ΧΑΛΚΙΔΙΚΗΣ,630 77,23740-45005,2374-042850,
ΕΥΡΙΠΙΔΗΣ,"


5 Χλμ
",1,www.hotel-evripidis.gr,info@hotel-evripidis.gr,23740-24032,23740-24032,Άφυτος,,630 77,6945549588,2374-091324,
ΕΥΡΩΠΗ,"


1 Χλμ
",1,,hoteleuropa.info@gmail.com,2310-449077,2310-449077,Θεσσαλονίκη,ΛΕΟΝΤΟΣ ΣΟΦΟΥ 24,546 25,,,
ΕΥΡΩΠΗ,"


2 Χλμ
",2,,hotelthermaikos@yahoo.com,23510-41382,23510-41309,Παραλία Κορινού,ΠΑΡΑΛΙΑ ΚΟΡΙΝΟΥ ΠΙΕΡΙΑΣ,600 62,,6979-716541,2351-041382
ΕΥΡΩΠΗ,"


7 Χλμ
",3,www.hotel-europe.gr,europe35@otenet.gr,23510-61777,23510-62437,Παραλία,ΠΑΡΑΛΙΑ ΚΑΤΕΡΙΝΗΣ,601 00,23510-62500,,
ΕΥΡΩΠΗ,"


6 Χλμ
",3,,hoteleuropa1@gmail.com,23510-64306,23510-64306,Ολυμπιακή Ακτή,ΑΠΟΛΛΩΝΟΣ 4,601 00,23510-64306,2351-064306,2351-064306
ΕΥΡΩΠΗ ΙΝΝ,"


7 Χλμ
",2,www.hoteleuropeinn.gr,info@hoteleuropeinn.gr,23510-64174,23510-63329,Παραλία,ΠΑΡΑΛΙΑ ΚΑΤΕΡΙΝΗΣ,601 00,23510-64362,,
ΕΦΗ,"


0.03 Χλμ
",2,,macnick2005@yahoo.com,23510-61190,23510-63920,Παραλία,ΒΑΣ.ΠΑΥΛΟΥ 7,601 00,,2351-063920,2351-063920
ΖΑΛΙΚΗ,"


1 Χλμ
",4,www.zalikihotel.gr,info@zalikihotel.gr,2310-226400,2310-226403,Θεσσαλονίκη,ΓΡ.ΖΑΛΙΚΗ 6,546 31,,,
ΖΕΥΣ,"


5 Χλμ
",1,www.hotel-in-halkidiki.com,info@hotel-zeus-halkidiki.gr,23740-91132,23740-91132,Άφυτος,ΑΦΥΤΟΣ ΧΑΛΚΙΔΙΚΗΣ,630 77,,6932576069,
ΖΕΥΣ,"


30 Χλμ
",3,www.hotelzeus.gr,hotel@hotelzeus.gr,23520-42888,23520-21897,Πλαταμώνας,ΠΛΑΤΑΜΩΝΑΣ ΠΙΕΡΙΑΣ,600 65,,2352-044555,231-0510410
ΖΕΥΣ,,1,,,23510-62078,,Παραλία,,601 00,,,
ΖΕΦΥΡΟΣ,"


0.2 Χλμ
",3,www.zefyros-hotel.gr,info@zefyros-hotel.gr,23510-61325,23510-62444,Παραλία,ΛΕΩΦ.ΣΤΡΑΤΟΥ 8,601 00,,2351-061555,2351-062444
ΖΕΦΥΡΟΣ,,3,www.zefyros.gr,info@zefyros.gr,23520-41318,23520-43549,Πλαταμώνας,Κ.ΚΑΡΑΜΑΝΛΗ 57,600 65,,,
ΖΕΦΥΡΟΣ,,1,www.zefyros.gr,info@zefyros.gr,23520-43549,23520-43549,Νέοι Πόροι,Ν.ΠΟΡΟΙ ΠΙΕΡΙΑΣ,600 65,,,
ΖΕΦΥΡΟΣ,"


20 Χλμ
",1,,hotelzephyros@yahoo.com,23740-52222,23740-52222,Πολύχρονο,ΠΟΛΥΧΡΟΝΟ ΧΑΛΚΙΔΙΚΗΣ,630 85,,,
ΖΕΦΥΡΟΣ,,2,www.zefyroshotel.gr,jimammos@hotmail.com,2374023933,2374027033,Σίβηρη,ΣΙΒΗΡΗ ΧΑΛΚΙΔΙΚΗΣ,630 77,,,
ΖΩΓΡΑΦΟΣ,"


7 Χλμ
",2,zografoshotel.gr,hotelzografos@gmail.com,23510-61516,23510-64325,Παραλία,ΑΓ.ΝΙΚΟΛΑΟΥ 9,601 00,,,
Η ΘΕΡΑΜΒΟΣ,"


30 Χλμ
",2,www.hotel-theramvos.gr,theramvos@gmail.com,23740-92146,23740-92014,Παλιούρι,ΠΑΛΙΟΥΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,23740-92205,2374-092204,
ΗΙΩΝΗ,,3,www.hotelioni.gr,info@hotelioni.gr,23510-61223,23510-63600,Παραλία,Β.ΠΑΥΛΟΥ 2,601 00,23510-64188,2351-061223,2351-063600
ΗΛΕΚΤΡΑ,"


0.1 Χλμ
",4,www.electrahotel.gr,info@electrahotel.gr,23970-61516,23970-65592,Άνω Σταυρός,,570 14,23970-65135,,
ΗΛΕΚΤΡΑ ΜΠΗΤΣ,,2,,xgka96@otenet.gr,23510-61605,,Παραλία,ΛΕΩΦ.ΣΤΡΑΤΟΥ 11,601 00,23510-64300,,
ΗΛΕΚΤΡΑ ΠΑΛΛΑΣ,"


1 Χλμ
",5,www.electrahotels.gr,infoskg@electrahotels.gr,2310-294000,2310-294001,Θεσσαλονίκη,ΠΛΑΤ.ΑΡΙΣΤΟΤΕΛΟΥΣ 9,546 24,210-3378000,,
ΗΛΙΑΝΑ,,1,,ilianahtl@yahoo.com,23510-63755,23510-62045,Παραλία,ΠΑΡΑΛΙΑ ΚΑΤΕΡΙΝΗΣ,601 00,23510-63756,,
ΗΛΙΟΒΑΣΙΛΕΜΑ,,2,www.ouranoupoli.com/sunset,sunset.ouranoupoli@gmail.com,23770-71372,23770-71103,Ουρανόπολη,ΟΥΡΑΝΟΥΠΟΛΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,,,
ΗΛΙΟΒΑΣΙΛΕΜΑ,"


0.5 Χλμ
",2,www.sunsethotel-chalkidiki.com,sunsetgr@otenet.gr,23750-72345,23750-71722,Νέος Μαρμαράς,ΝΕΟΣ ΜΑΡΜΑΡΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 81,23750-71728,2310414666,
ΗΛΙΟΣ,"


1 Χλμ
",1,,ilioshotel27@gmail.com,2310-512620,2310-512622,Θεσσαλονίκη,ΕΓΝΑΤΙΑΣ 27,546 30,,,
ΗΛΙΟΣ,"


0.3 Χλμ
",3,www.sunhotel.gr,info@sunhotel.gr,23740-52559,23740-51123,Πολύχρονο,ΠΟΛΥΧΡΟΝΟ ΧΑΛΚΙΔΙΚΗΣ,630 85,-,,
ΗΛΙΟΣ,,2,www.hotelhelios.gr,info@hotelhelios.gr,23510-61336,23510-62510,Παραλία,ΒΑΣ.ΠΑΥΛΟΥ 5,601 00,23510-64430,2351-061336,2351-062510
ΗΛΙΟΣ,,3,,hotelhelios_k@yahoo.gr,23740-51444,,Κρυοπηγή,ΚΡΥΟΠΗΓΗ ΧΑΛΚΙΔΙΚΗΣ,630 77,,,
ΗΛΥΣΙΑ,"


0.3 Χλμ
",1,,info@hotel-ilisia.gr,2310-518618,2310-555628,Θεσσαλονίκη,ΕΓΝΑΤΙΑ 24,546 25,,,
ΗΡΑ,"


0.2 Χλμ
",2,www.ira-olympos.gr,info@ira-olympos.gr,23520-31350,23520-31406,Λεπτοκαρυά,ΛΕΠΤΟΚΑΡΥΑ ΠΙΕΡΙΑΣ,600 63,,,
ΗΡΑΙΟΝ,,2,www.heraionhotel.gr,info@heraionhotel.gr,23990-22229,,Νέα Καλλικράτεια,ΝΕΑ ΚΑΛΛΙΚΡΑΤΕΙΑ,630 80,2399021765,2399022229,2399022225
ΗΡΩ,"


0.5 Χλμ
",2,www.iro-hotel.gr,info@iro-hotel.gr,2381089880,23810-88476,Σκύδρα,ΣΚΥΔΡΑ ΠΕΛΛΑΣ,585 00,,2381089880,2381088476
ΗΡΩ,"


1 Χλμ
",1,,hoteliro@gmail.com,23520-44348,23520-44349,Νέοι Πόροι,ΝΕΟΙ ΠΟΡΟΙ ΠΙΕΡΙΑΣ,600 65,23520-44349,,
ΘΑΛΑΣΣΑ,"


0.5 Χλμ
",1,https://thalassa-ammouliani.com,thalassahotel@hotmail.com,23770-51098,23770-51098,Αμμουλιανή,,630 75,2377051344,2377-051344,
ΘΑΛΑΣΣΑ ΒΟΥΝΟ,,2,,kkanavakis@ath.forthnet.gr,000-0000000,,Σάρτη,ΤΑΧ.ΘΥΡΙΔΑ 167,630 72,,231-0444608,231-0486466
ΘΑΛΑΣΣΑ ΚΑΣΣΑΝΔΡΑΣ,"


2 Χλμ
",4,www.kassandramare.com.gr,kmareinf@gmail.com,23730-42670,23730-42162,Άγιος Μάμας,4ο χλμ. Ν. Μουδανιών - Ποτίδαιας,632 00,23730-42672,231-0427873,231-0427873
ΘΑΛΑΣΣΑ ΠΙΕΡΙΑΣ,"


7 Χλμ
",2,www.pieriamare.gr,pieriamare@yahoo.gr,23510-63138,23510-62106,Παραλία,ΛΕΩΦ.ΣΤΡΑΤΟΥ 25,601 00,,,
ΘΑΛΑΣΣΑ ΤΟΥ ΗΛΙΟΥ-ΜΑΡΕ ΝΤΕΛ ΣΟΛ,"


0.2 Χλμ
",1,,malioras@otenet.gr,23510-62245,23510-62051,Παραλία,ΝΕΟΣ ΟΙΚΙΣΜΟΣ,601 00,,2351-062145,2351-062245
ΘΑΛΑΣΣΟΚΗΠΟΣ,"


10 Χλμ
",1,www.thalassokipos.com,info@thalassokipos.com,23750-31945,,Βουρβουρού,,630 78,23750-23302,2375-023302,2375-020003
ΘΕΑ,"


70 Χλμ
",3,www.hotelthea.gr,info@hotelthea.gr,23740-41750,23740-42301,Ποσείδι,ΠΟΣΕΙΔΙ ΚΑΛΑΝΔΡΑΣ ΧΑΛΚΙΔ.,630 77,23740-43750,6937-047020,231-0334876
ΘΕΑ ΔΗΜΗΤΡΑ,,2,,info@cateringhoutos.gr,23410-31334,,Μουριές,,610 03,,,
ΘΕΑ ΣΤΗ ΘΑΛΑΣΣΑ,"


5 Χλμ
",1,www.seaview.de,kontakt@seaview.de,23730-41695,23730-65231,Νέα Ποτείδαια,,632 00,6977684614,,
ΘΕΑ ΣΤΟ ΓΑΛΑΖΙΟ,,3,,info@imperial-hotel.gr,23740-71260,,Νέα Σκιώνη,,630 77,,,
ΘΕΜΕΛΗΣ,"


2 Χλμ
",1,,,23740-41413,,Φούρκα,ΦΟΥΡΚΑ ΚΑΣΣ.ΧΑΛΚΙΔΙΚΗΣ,630 77,,2374-041413,
ΘΕΟΔΩΡΑ,"


10 Χλμ
",1,,,23530-41363,,Μακρύγιαλος,ΜΑΚΡΥΓΙΑΛΟΣ ΠΙΕΡΙΑΣ,600 66,,,
ΘΕΟΞΕΝΙΑ,"


16 Χλμ
",4,www.theoxenia.gr,crs@xv-hotels.com,23770-71060,23770-71079,Ουρανόπολη,ΟΥΡΑΝΟΥΠΟΛΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,23770-71057,231-0235742,231-0271467
ΘΕΟΠΙΣΤΗ,"


5 Χλμ
",2,,theopistihotel@yahoo.gr,23770-71232,23770-71042,Ουρανόπολη,ΟΥΡΑΝΟΥΠΟΛΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,6972013061,2377-071040,2377-071042
ΘΕΟΦΑΝΩ ΙΜΠΕΡΙΑΛ ΠΑΛΛΑΣ,,5,,athens@ghotels.gr,23740-22100,,Κασσάνδρεια,ΚΑΣΣΑΝΔΡΕΙΑ ΧΑΛΚΙΔΙΚΗΣ,630 77,,,
ΘΕΟΧΑΡΗΣ -ΤΕΟ,"


9 Χλμ
",3,www.theohotel.gr,info@theohotel.gr,23740-52152,23740-52352,Κρυοπηγή,,630 77,23740-51934,2374052152,
ΘΕΡΕΤΡΟ ΡΕΓΚΟΣ,"


20 Χλμ
",2,www.regosresort.com,info@regosresort.com,23750-71276,23750-72887,Νέος Μαρμαράς,Ν.ΜΑΡΜΑΡΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 81,6983025552,6999384476,
ΘΕΡΕΤΡΟΝ ΑΓΙΟΝΗΣΟΥ,"


15 Χλμ
",4,www.papcorp.com,agionissiresort@papcorp.gr,23770-51102,23770-51180,Αμμουλιανή,ΑΜΜΟΥΛΙΑΝΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,,231-0505500,231-0531564
ΘΕΡΕΤΡΟΝ ΑΝΑΣΤΑΣΙΑΣ,"


25 Χλμ
",5,www.cv-hotels.com,crs@xv-hotels.com,23740-71400,23740-71070,Νέα Σκιώνη,Ν.ΣΚΙΩΝΗ ΧΑΛΚΙΔΙΚΗΣ,630 77,,,
ΘΕΡΕΤΡΟΝ ΤΟΥ ΒΟΡΑ,,3,,vorasresort@gmail.com,23810-34160,23810-34130,Παναγίτσα,,580 02,,,
